StateCode,DistrictCode,BlockCode,GramPanchayatCode,Name
5,45,352,20604,ALAIE SUPYAL अलाई सुपयाल
5,45,352,20605,BABURIYA NAYAL बबुरिया नयाल
5,45,352,20606,BAMAN TILADI बामन तिलाड़ी
5,45,352,20607,BHAISIYA CHHANA भैसिया छाना
5,45,352,20608,BHETABARIYA भेटाबारिया
5,45,352,20609,BORDA बोर्डा
5,45,352,20610,BUNGA बुंगा
5,45,352,20611,CHANOLI चनौली
5,45,352,20612,CHHANI छानी
5,45,352,20613,DALAKOT डालाकोट
5,45,352,20614,DASHO दाशो
5,45,352,20615,DEWARA देवारा
5,45,352,20616,DHOL NAILEE ढोल नैली
5,45,352,20617,GHUNYOLI घुन्योली
5,45,352,20618,DIGOLI डिगोली
5,45,352,20619,DIYARI दीयारी
5,45,352,20620,DUNGERLEKH डुंगरलेख
5,45,352,20621,DUNGARI डूंगरी
5,45,352,20622,HARADA हराडा
5,45,352,20623,HATOLA हटोला
5,45,352,20624,JINGAL जिंगल
5,45,352,20625,JOGYUDA DALAKOT जोग्यूडा डालाकोट
5,45,352,20626,KALON कलोन
5,45,352,20627,KANCHULA कांचुला
5,45,352,20628,KHAKARIGOOTH खाकरीगूठ
5,45,352,20629,KHAS TILADI खास तिलाड़ी
5,45,352,20630,KUNJVERGAL कुंजवर्गल
5,45,352,20631,KUMOLI कुमोली
5,45,352,20632,KUNJ KIMOLA कुंज किमोला
5,45,352,20633,KUNJ RAOTADA कुंज राओताडा
5,45,352,20634,LIGUDTA लिगुड्टा
5,45,352,20635,NAYOLI न्योली
5,45,352,20636,NAINI नैनी
5,45,352,20637,NALI MALLI नाली मल्ली
5,45,352,20638,NALI TALLI नाली तल्ली
5,45,352,20639,NAUGAON नौगांव
5,45,352,20640,PALYOUN पलयौं
5,45,352,20641,PANDEY TOLI पांडे टोली
5,45,352,20642,PETSHAL पेटशाल
5,45,352,20643,PHABIYA फाबिया
5,45,352,20644,PUNA KOT पुना कोट
5,45,352,20645,SALLA सैला
5,45,352,20646,SALLA BHATKOT सल्ला भटकोट
5,45,352,20647,SALUDI सालुडी
5,45,352,20648,SEAL सील
5,45,352,20649,SIMKHALIYA सिमखलिया
5,45,352,20650,SUPAI सुपाई
5,45,352,20651,THIKLANA ठिकलाना
5,45,352,20652,TRINELI त्रिनेलि
5,45,353,20653,AMOLI अमौली
5,45,353,20654,BAGDWAR बागद्वार
5,45,353,20655,BAJAN बाजन
5,45,353,20656,BAMAN CHAOUNA बामन चौना
5,45,353,20657,BAMIYOLI बमियोली
5,45,353,20658,BELTI बेल्ती
5,45,353,20659,BASOOT बासूत
5,45,353,20660,BAULI बौंली
5,45,353,20661,BHANTI भंती
5,45,353,20662,BHASI KAFLANI भसी कफलानी
5,45,353,20663,BHAUNALI भौनाली
5,45,353,20665,BINAULI बिनौली
5,45,353,20666,BUDHAULI बुधौली
5,45,353,20667,BUNGANAURAR बंगनौरर
5,45,353,20668,CHANOLI चनौली
5,45,353,20669,CHONIYA चोंनिया
5,45,353,20670,CHORA चोरा
5,45,353,20671,CHOURA चौरा
5,45,353,20672,DADULI दादौली
5,45,353,20673,DAHAL दहल
5,45,353,20674,DALMODI दालमोडी
5,45,353,20675,DANGAR KHOLA डंगर खोला
5,45,353,20676,DANPOO डैनपू
5,45,353,20677,DHYOUNA द्यौना
5,45,353,20678,DHAMEDA धमेड़ा
5,45,353,20679,DHANOLI धनौली
5,45,353,20680,DHARAD धराड़
5,45,353,20681,DHUNGA ढूंगा
5,45,353,20682,DOLA डोला
5,45,353,20683,DUMNA डुमना
5,45,353,20684,FALSOUN फ़ालसून
5,45,353,20685,GAIRGAON गैरगांव
5,45,353,20686,GANGODA गंगोड़ा
5,45,353,20687,GHUGHUTI घुघूती
5,45,353,20688,GUJARGADI गुजरगढ़ी
5,45,353,20689,HARNOULI हरनौली
5,45,353,20690,HAUOOLI हौली
5,45,353,20691,INDA इंदा
5,45,353,20692,INALO इनालो
5,45,353,20693,JAINAL जैनल
5,45,353,20694,JAITHA जैथा
5,45,353,20695,JALALI जलाली
5,45,353,20696,JAMOLI जामोली
5,45,353,20697,JHARKOTE झारकोट
5,45,353,20698,KAMRAD कामराड
5,45,353,20699,KHADKHET खड़खेत
5,45,353,20700,KHANOLIYA खनोलिया
5,45,353,20701,KHARAK खड़क
5,45,353,20702,KHURORI खुरोरी
5,45,353,20703,KHURUDI खुरुदी
5,45,353,20704,KOT ASHWAL कोट अश्ववाल
5,45,353,20705,KOTYAG कोत्याग
5,45,353,20706,LOOKOT देखो
5,45,353,20707,MAHAR TANA महर ताना
5,45,353,20708,MASOU मासौ
5,45,353,20709,MATELA मटेला
5,45,353,20710,MAYOLI मयोली
5,45,353,20711,MEHAR NAIL मेहर नेल
5,45,353,20712,MOHANARI मोहनारी
5,45,353,20713,MUNIYA CHORA मुनिया चोरा
5,45,353,20714,NAGARJUN नागार्जुन
5,45,353,20715,NAIKANA नैकाणा
5,45,353,20716,NAIL usy
5,45,353,20717,NIGRALI निगराली
5,45,353,20718,NIRKOT निरकोट
5,45,353,20719,NOGHRIYA नोघरिया
5,45,353,20720,NOU GOUN नो गौन
5,45,353,20721,NOUBADA नौबड़ा
5,45,353,20722,NOULA नौला
5,45,353,20723,PADYULA पड्युला
5,45,353,20724,PALI पाली
5,45,353,20725,PANT GOUN iUr xk¡o
5,45,353,20726,PATAS पाटास
5,45,353,20727,PIPAL GOUN पीपल xk¡o
5,45,353,20728,RIGDIYA रिगदिया
5,45,353,20729,RIKHADI रिखड़ी
5,45,353,20730,RIKHAR रिखर
5,45,353,20731,RUPANOULI रूपनौली
5,45,353,20732,SANANEY सननी
5,45,353,20733,SEEM lhe
5,45,353,20734,SINGOLI सिंगोली
5,45,353,20735,SINOURA सिनौरा
5,45,353,20736,SILANG सिलंग
5,45,353,20737,SINAR सिनार
5,45,353,20738,SIRMOLI सिरमोली
5,45,353,20739,SOOLI सूली
5,45,353,20740,SOONI सूनी
5,45,353,20741,SOURE lkSjh
5,45,353,20742,SRIKOT श्रीकोट
5,45,353,20744,SURE lksj
5,45,353,20745,TAKULTI ताकुल्टी
5,45,353,20746,THAPALA थापला
5,45,353,20747,THIROLI थिरोली
5,45,353,20748,PALI THOULI पाली थौली
5,45,353,20749,UAGALIYA उगलिया
5,45,353,20750,UNULI muqfy
5,45,354,20751,AAGAR MANRAL आगर मनराल
5,45,354,20752,AAMSEYARI आमसेयारी
5,45,354,20753,ADHIGRAM KNORIYA अधिग्राम नोरिया
5,45,354,20754,ADIGRAM FULORIA आदिग्राम फुलोरिया
5,45,354,20755,"ASETI ,,bZVh vkbZ"
5,45,354,20756,BAERATI बैराटी
5,45,354,20757,BAGARI बागरी
5,45,354,20758,BAGWALI KHET बागवाली खेत
5,45,354,20759,BAIES AOKHALA बेइज़ औखला
5,45,354,20760,BAMAN GAON बामन गांव
5,45,354,20761,BARAL GAON बरालगांव
5,45,354,20762,BASAR KHET बसर खेत
5,45,354,20763,BASBIRA बसबिरा
5,45,354,20764,BHAGOTI भगोती
5,45,354,20765,BAKHALI बाखली
5,45,354,20766,BHANOTIYA भनोटिया
5,45,354,20767,BHATTKOT भट्टकोट
5,45,354,20768,BHELT GAON भेल्ट गाँव
5,45,354,20769,BOHARA GAON बोहरा गांव
5,45,354,20770,CHANA चना
5,45,354,20772,CHANI चानी
5,45,354,20773,CHAUNA चौना
5,45,354,20774,CHINONI चिनोनी
5,45,354,20775,DANG डांग
5,45,354,20776,CHITAELI चितैली
5,45,354,20777,CHITAR चितर
5,45,354,20778,CHULAERASEM चुलेरासेम
5,45,354,20779,DANTOLA दंतोला
5,45,354,20781,DHANAN धनन
5,45,354,20782,DHOUN धौन
5,45,354,20784,DHUDLIYA MANRAL धुडलिया मनराल
5,45,354,20786,FADIKA फ़डिका
5,45,354,20788,GAJAR गाजर
5,45,354,20790,GARAD गराड
5,45,354,20791,GARDSIYARI गार्डस्यारी
5,45,354,20792,GAWALI गावली
5,45,354,20793,GOGTA गोगता
5,45,354,20794,GOPAL GAON गोपाल गाँव
5,45,354,20795,HAT gSV
5,45,354,20796,JAETA जेता
5,45,354,20797,JALA जला
5,45,354,20798,JAMDIYA जामड़िया
5,45,354,20799,JATUWA जतुवा
5,45,354,20800,JHURANGA झुरंगा
5,45,354,20801,KABDOLA कबडोला
5,45,354,20802,KABDOLI कबडोली
5,45,354,20803,KAKAD KHET काकड़ खेत
5,45,354,20804,KANOLI TALLI कनौली तल्ली
5,45,354,20805,KANHONI कन्होनी
5,45,354,20806,KANRE कनरे
5,45,354,20807,KATYURA TAL कत्य्यूरा ताल
5,45,354,20808,KHAJU RANI खाजू रानी
5,45,354,20809,KHANULI खनूली
5,45,354,20810,KHARKATIYA खरकटिया
5,45,354,20811,KHATIYARI खटियारी
5,45,354,20812,KHEDA खेड़ा
5,45,354,20813,KOTYURA MASI कोत्युरा मासी
5,45,354,20814,LALURI लालूरी
5,45,354,20815,MADKU BHAKHAL मदकू भाखल
5,45,354,20816,MAHAL CHAURA महल चौरा
5,45,354,20817,MAHAT GAON महत गांव
5,45,354,20818,TAJPUR MALLA ताजपुर मल्ला
5,45,354,20819,MASI मासी
5,45,354,20820,MOHANA मोहन
5,45,354,20821,NAGHAD नागहद
5,45,354,20822,NAUGAON नौगांव
5,45,354,20823,AKHODIYA NAUGAON अखोदिया नौगांव
5,45,354,20824,NAUGAON BADIYA नौगांव बड़िया
5,45,354,20825,NYONI uS;ksuh
5,45,354,20826,PAILI पैली
5,45,354,20827,PAN iu
5,45,354,20828,PATAL GAON पाताल गांव
5,45,354,20829,PIPAL DHAR पीपल धार
5,45,354,20830,PUNIYA BAGARD पुनिया बगड़
5,45,354,20831,QUARALI क्वैराली
5,45,354,20832,RAMPUR रामपुर
5,45,354,20833,REETA CHAURA रीता चौरा
5,45,354,20834,SEEMA सीमा
5,45,354,20835,SIMAL KHET सिमल खेत
5,45,354,20836,SIRA सिरा
5,45,354,20837,SIROLI सिरोली
5,45,354,20838,SONGAON सोनगांव
5,45,354,20839,SUENGARI सुएंगारी
5,45,354,20840,SUNARIKHARI सुनारीखरी
5,45,354,20841,TAJPUR TALLA ताजपुर तल्ला
5,45,354,20842,TATAL GAON तत्तल गाँव
5,45,354,20843,TERA GAON तेरा गांव
5,45,354,20844,THAPLA थापला
5,45,354,20845,TIMTA टिम्टा
5,45,354,20846,UOCHA WAHAN उओचा वहां
5,45,354,20847,UODILIKHAN उओदीलिखान
5,45,354,20848,ULAINI उलैनी
5,45,355,20849,AARA SALPAR आरा सलपर
5,45,355,20850,AARCHALI अरचली
5,45,355,20851,ANDOLI अंदौली
5,45,355,20852,ANOLI अनोली
5,45,355,20853,BAJELA बजेला
5,45,355,20854,BALIKHET बालीखेत
5,45,355,20855,BALSUNA बलसुना
5,45,355,20856,BAMAN SWAL बामन स्वाल
5,45,355,20857,BAN THOKE बैन ठोके
5,45,355,20858,BARTOLI बारतोली
5,45,355,20859,BASAN बासन
5,45,355,20860,BASOLI बसोली
5,45,355,20861,BEENA chuk
5,45,355,20862,BELAK बेलाक
5,45,355,20863,BHAGAR TOLA भागर टोले
5,45,355,20864,BHANOLI भनौली
5,45,355,20865,BHANTA BAROLI भंटा बरौली
5,45,355,20866,BHASARI भसारि
5,45,355,20867,BIRKOLA बिरकोला
5,45,355,20868,CHAGETHI चागेथी
5,45,355,20869,CHALTHI चल्थी
5,45,355,20870,CHAM TOLA चाम टोले
5,45,355,20871,CHAMI pkeh
5,45,355,20872,CHAMUA KHALSA चमुआ खालसा
5,45,355,20873,CHAUN DUNGARI चौन डूंगरी
5,45,355,20874,CHAURA चौरा
5,45,355,20875,CHAUSALA चौसाला
5,45,355,20876,CHIL चिल
5,45,355,20877,DANYA डैन्या
5,45,355,20878,DASEELI डसीली
5,45,355,20879,DASOULA BADIYAR दसौला बडियार
5,45,355,20880,DAULI GARH डौली गढ़
5,45,355,20881,DHAR धार
5,45,355,20882,DHURA धूरा
5,45,355,20883,DIYAR KHOLI दियार खोली
5,45,355,20884,DUNAR दुनार्
5,45,355,20885,DUNGRA डुंगरा
5,45,355,20886,DYOTLI GOONTH द्योतली गूंथ
5,45,355,20887,FALTIYA फल्तिया
5,45,355,20888,FALYAT फल्याट
5,45,355,20889,FULAI JAGESHWAR फुलई जागेश्वर
5,45,355,20890,GAIRAR MALLA xSjkM+ eYyk
5,45,355,20891,GAIRAR TALLA xSjkM+ rYyk
5,45,355,20892,GALLI xYyh
5,45,355,20893,GAULI गौली
5,45,355,20894,GHUSPER गस्पर
5,45,355,20895,GIRCHAULA गिरचौला
5,45,355,20896,GUNADITY गुनाडिटी
5,45,355,20897,GURURA BANJ गुरुरा बांज
5,45,355,20898,JIGOLITOLI जिगोलिटोली
5,45,355,20899,KABHARI काभारी
5,45,355,20900,KACHHIYOLA कछियोला
5,45,355,20901,KAFALI कफाली
5,45,355,20902,KALAUTA कलौता
5,45,355,20903,KANA काना
5,45,355,20904,KASERMANYA कसरमनिया
5,45,355,20905,KHAURI खौरी
5,45,355,20906,KHETI खेती
5,45,355,20907,KHOLA खोला
5,45,355,20908,KOL कोल
5,45,355,20909,KOLA कोला
5,45,355,20910,KOTALI GONTH कोटाली गोंथ
5,45,355,20911,KUMAR कुमार
5,45,355,20912,KUNJ GONTH कुंज गोंठ
5,45,355,20913,LWETA LUDFORA लेवेटा लुडफोरा
5,45,355,20914,MAHERA GAON महेरागांव
5,45,355,20915,MALAR मलार
5,45,355,20916,MANIAGAR मनियागर
5,45,355,20917,MANTOLA GOONTH मंटोला गूंथ
5,45,355,20918,MANU मनु
5,45,355,20919,MARAM मारम
5,45,355,20920,MATKANYA मटकन्या
5,45,355,20921,MAYOLI मयोली
5,45,355,20922,MEL GAON मेल गांव
5,45,355,20923,MELTAJOL मेल्टाजोल
5,45,355,20924,NAILPAR नेलपार
5,45,355,20925,NAINOLI नैनोली
5,45,355,20926,NAKOTE नाकोटे
5,45,355,20927,NAU GAON नौगांव
5,45,355,20928,NAYAL नायल
5,45,355,20929,NAYAL DHURA नयाल धुरा
5,45,355,20930,PALARI GOONTH पलारी गुंठ
5,45,355,20931,PALI पाली
5,45,355,20932,DORAMPALOLI दोरामपालोली
5,45,355,20933,PAP GARH iki xkM+
5,45,355,20934,PAPOLI पपोली
5,45,355,20935,POKHARI पोखरी
5,45,355,20936,QWERALI क्वेराली
5,45,355,20937,RAUL राउल
5,45,355,20938,SELA सेला
5,45,355,20939,SELAKOT सेलाकोट
5,45,355,20940,SELI सेली
5,45,355,20941,SINDHIA MALLA सिन्धिया मल्ल
5,45,355,20942,SIRAULA सिरौला
5,45,355,20943,TALER BHAINA तलेर भैना
5,45,355,20944,TARKOTE तारकोटे
5,45,355,20945,THALI थाली
5,45,356,20946,AINA आइना
5,45,356,20947,ALMIYA GAON अल्मिया गांव
5,45,356,20948,ARARI अरारी
5,45,356,20949,ASHGOLI अशगोली
5,45,356,20950,BABAN बबन
5,45,356,20951,BABUR KHOLA बाबर खोला
5,45,356,20952,BAINALI बैनैली
5,45,356,20953,BAMANPURI बमनपुरी
5,45,356,20954,BANOLI बनौली
5,45,356,20955,BARETA बरेटा
5,45,356,20956,BARI बारी
5,45,356,20957,BASERA बसेरा
5,45,356,20958,BASULI SERA बसौली सीरा
5,45,356,20959,BAYALA बयाला
5,45,356,20960,BEDHULI बेढौली
5,45,356,20961,BHAISOLI भैसौली
5,45,356,20962,BHANDAR GAON भंडारगांव
5,45,356,20963,BHAT KOTE भट कोटे
5,45,356,20964,BHET भेट
5,45,356,20965,BHATORA भतौरा
5,45,356,20966,BHUMKIYA भुमकिया
5,45,356,20967,BINTA बिंटा
5,45,356,20968,BITAR KOT बिटार कोट
5,45,356,20969,BUNGA टैग:
5,45,356,20970,CHAMINI चामिनी
5,45,356,20971,CHANA चना
5,45,356,20972,CHATENA चैटेना
5,45,356,20973,CHATGULA चटगुला
5,45,356,20974,CHAYALI चायली
5,45,356,20975,CHHABISA छबीसा
5,45,356,20976,DADGALIYA ददगलिया
5,45,356,20977,DAINA डायना
5,45,356,20978,DAIRI Mkjh
5,45,356,20979,DALMOTI दलमोती
5,45,356,20980,DARMAR दारमार
5,45,356,20981,DAULARH GUNTH दौलारह गुंथ
5,45,356,20982,DHANKHAL GAON धनखालगांव
5,45,356,20983,DHANKHOLI धनखोली
5,45,356,20984,DHANYARI धनयारी
5,45,356,20985,DHARAM GAON धरम गांव
5,45,356,20986,DUDHOLI दुधौली
5,45,356,20987,DIDA दीदा
5,45,356,20988,DIGOTI डिगोटी
5,45,356,20989,DOTOL GAON डॉटोल गांव
5,45,356,20990,EADA ईएडीए
5,45,356,20991,EADA SERA ईडा सेरा
5,45,356,20992,FALDWARI फाल्दवारी
5,45,356,20993,GANOLI गनौली
5,45,356,20994,GAWAR गवार
5,45,356,20995,GHANGLAURI घांघलौरी
5,45,356,20996,GUPTALI गुप्ताली
5,45,356,20997,JAKH जाख
5,45,356,20998,JAMAR जमार
5,45,356,20999,JAMINIPAR जामिनीपार
5,45,356,21000,JAMINIWAR जामिनीवार
5,45,356,21001,KAMA dkek
5,45,356,21002,KANDE कंडे
5,45,356,21003,KAPHARA कफ़रा
5,45,356,21004,KAULA TALLA कौला तल्ला
5,45,356,21005,KHALANA खलाना
5,45,356,21006,KOTILLA कोटिला
5,45,356,21007,KUAIE dqbZ
5,45,356,21008,KULSIBI कुलसिबि
5,45,356,21009,KUMMALT कुम्माल्ट
5,45,356,21010,KUNA कुना
5,45,356,21011,KUNSIYAARI कुनस्यारी
5,45,356,21012,KUNTHYARI कुंथ्यारी
5,45,356,21013,KUWALI कुवाली
5,45,356,21014,MAHAT GAON महत गांव
5,45,356,21015,MAJETHI मजेठी
5,45,356,21016,MALLI BITHOLI मल्ली बिठौली
5,45,356,21017,MALLI KIRAULI मल्ली किरौली
5,45,356,21018,MALLI MIRAI मल्ली मिराई
5,45,356,21019,MALYAL GAON मलयाल गाँव
5,45,356,21020,MANELA मानेला
5,45,356,21021,MASAR मासर
5,45,356,21022,MATELA-I मटेला-I
5,45,356,21023,MATELA-II मटेला-द्वितीय
5,45,356,21024,MELTA मेल्टा
5,45,356,21025,MUJHOLI मझौली
5,45,356,21026,NAINI नैनी
5,45,356,21027,NAINII नैनी
5,45,356,21028,NAIRI 2 नैरी 2
5,45,356,21029,NATA GUALI नाता गुआली
5,45,356,21030,NAULA KOT नौला कोट
5,45,356,21031,NAYAL-I नायल-I
5,45,356,21032,NAYAL-II नायल-द्वितीय
5,45,356,21033,ORCHAUNALIYA ओरचौनलिया
5,45,356,21034,PAGSHA पगशा
5,45,356,21035,PAITHANI ikBuh
5,45,356,21036,PANER GAON पनेर गांव
5,45,356,21037,PARKOT पार्ककोट
5,45,356,21038,PINOLI पिनोली
5,45,356,21039,RANA राणा
5,45,356,21040,RATKHAL रतखाल
5,45,356,21041,RAWAL SERA रावल सेरा
5,45,356,21042,RIUNI TALLI रिउनी तल्ली
5,45,356,21043,RAVARI रावरी
5,45,356,21044,RIYUNI MALLI रियुनी मल्ली
5,45,356,21045,SAKUNI सकुनि
5,45,356,21046,SALANA सलाना
5,45,356,21047,SALLI SUNOLLI सल्ली सुनोली
5,45,356,21048,SATINAU GAON सातिनौ गांव
5,45,356,21049,SIMAL GAON सिमल गांव
5,45,356,21050,SIMOLI सिमोली
5,45,356,21051,TALLA SURANA तल्ला सुराना
5,45,356,21052,SUTAR GAON सुतार गांव
5,45,356,21053,TALLI BITHOLI तल्ली बिठौली
5,45,356,21054,TALLI KAHALI तल्ली कहली
5,45,356,21055,TALLI MIRAI तल्ली मिराई
5,45,356,21056,TIPOLA टिपोला
5,45,356,21057,TODHARA टोडहारा
5,45,356,21058,UROLI उरोली
5,45,356,21059,VIJAY PUR विजयपुर
5,45,356,21060,WALNA वाल्ना
5,45,357,21061,MATELA (AGHAR) मटेला (आघर)
5,45,357,21062,BADGAL BHATT बदगल भट्ट
5,45,357,21063,BADGAL RAUTELA बदगल रौतेला
5,45,357,21064,BAJGAL बजगल
5,45,357,21065,GOLANAKARIDIYA गोलानाकारिड़िया
5,45,357,21066,BALTA बाल्टा
5,45,357,21067,BANGSAR बंगसर
5,45,357,21068,BARSEEMI (LODHIA)-2 बरसीमी (लोधिया)-2
5,45,357,21069,BARSEEMI 1 बरसीमी 1
5,45,357,21070,BASAR बसर
5,45,357,21071,BASGAON बासगांव
5,45,357,21072,BEH बीईएच
5,45,357,21073,BHALYURA भल्यूरा
5,45,357,21074,BHANAR GAON भनारगांव
5,45,357,21075,BHATNAYAL JYULA भटनयाल ज्यूला
5,45,357,21076,BIMAULA बिमौला
5,45,357,21077,BINTOLA बिनटोला
5,45,357,21078,BIRORA बिरौरा
5,45,357,21079,CHAMPA चंपा
5,45,357,21080,CHAN चान
5,45,357,21081,CHAUNA चौना
5,45,357,21082,CHAUSALI चौसाली
5,45,357,21083,CHHANA छाना
5,45,357,21084,CHINONA चिनोना
5,45,357,21085,CHITAYI PANT चिताई पंत
5,45,357,21086,CHITAYI TIWARI चितायी तिवारी
5,45,357,21087,DAL दाल
5,45,357,21088,DANGI KHOLA दांगी खोला
5,45,357,21089,DARIM KHOLA दारिम खोला
5,45,357,21090,DEWALI देवाली
5,45,357,21091,DEWALI KHAN देवाली KHAN
5,45,357,21092,DHAILI धैली
5,45,357,21093,DHAMAS धामस
5,45,357,21094,DHARI धरी
5,45,357,21095,DHATWAL GAON ढटवाल गाँव
5,45,357,21096,DOBA डोबा
5,45,357,21098,FALSEEMA फलसीमा
5,45,357,21099,FARKA फरका
5,45,357,21100,GADHWALI गढ़वाली
5,45,357,21101,GALLI BASYURA गली बस्युरा
5,45,357,21102,GAR GUTH गार गुथ
5,45,357,21103,GAWAL KOT गावलकोट
5,45,357,21104,GADHOLI गढ़ौली
5,45,357,21105,GHANELI घनेली
5,45,357,21106,GHURSU घुर्सू
5,45,357,21107,GURNA गुरना
5,45,357,21108,HAWALBAG हवालबाग
5,45,357,21109,JHASER TANA झसेर ताना
5,45,357,21110,JOYOLI ( HAWALBAG) जोयोली (हवालबाग)
5,45,357,21111,JOYOLI(SILANG) जोयोली(सिलंग)
5,45,357,21112,JUR KAFUN जुर कफुन
5,45,357,21113,JUYLA जुयला
5,45,357,21114,KAFALKOT कफलकोट
5,45,357,21115,KANAL BUNGA कनाल बुंगा
5,45,357,21116,KANELI कनेली
5,45,357,21117,KASUN कसुन
5,45,357,21118,KATARMAL कटारमल
5,45,357,21119,KAYALA कायला
5,45,357,21120,KESTA केस्टा
5,45,357,21121,KHAI KATTA खाई कट्टा
5,45,357,21122,KHATYARI खत्यारी
5,45,357,21123,KHOONT खूंट
5,45,357,21124,KHORI खोरी
5,45,357,21125,KOTULI कोतुली
5,45,357,21126,KUJARI कुजरी
5,45,357,21127,KURCHOUN कुरचौन
5,45,357,21128,KUT GOLI कुट गोली
5,45,357,21129,KWAIRALA क्वैराला
5,45,357,21130,LAAT लाट
5,45,357,21131,MAAT माट
5,45,357,21132,MAHAT GAON महत गाँव
5,45,357,21133,MAICHOR माईचोर
5,45,357,21134,MAIGARI eSxjh
5,45,357,21135,MAINI PANCH GAON मैनी पंच गांव
5,45,357,21136,MALL मॉल
5,45,357,21137,MANAUN मनौन
5,45,357,21138,MATELA 1 मटेला 1
5,45,357,21139,MATENA मटेना
5,45,357,21140,MEHALA मेहला
5,45,357,21141,NAINOLI नैनोली
5,45,357,21142,NAKOT नाकोट
5,45,357,21143,NAULA नौला
5,45,357,21144,ODLA ओडीएलए
5,45,357,21145,PAKHURA पाखुरा
5,45,357,21146,PAN KOT पैन कोट
5,45,357,21148,PATHAR KOT पत्थरकोट
5,45,357,21149,PATHURA पथुरा
5,45,357,21150,PILKHA पिलखा
5,45,357,21151,PITHONI पिठौनी
5,45,357,21152,POKHARI पोखरी
5,45,357,21154,RAILAKOT रेलकोट
5,45,357,21155,RAINGAL रेनगाल
5,45,357,21156,RAMANA रमण
5,45,357,21157,RANKHIL रंखिल
5,45,357,21158,RAUN रौन
5,45,357,21159,REKHE रेखे
5,45,357,21160,SAINAR साइनार
5,45,357,21161,SAINJ सैंज
5,45,357,21162,SAKAR साकार
5,45,357,21163,SAKNIYA KOT साकनिया कोट
5,45,357,21164,SALLA RAUTELA सल्ला रौतेला
5,45,357,21165,SARKAR KI AALI सरकार की आली
5,45,357,21166,SARSU सरसू
5,45,357,21167,SHAILGOOTH शैलगूथ
5,45,357,21168,SIDHPUR सिद्धपुर
5,45,357,21169,SIKURA सिकुरा
5,45,357,21170,SILANI सिलानी
5,45,357,21171,SIRAR सिरार
5,45,357,21172,SUYUNARA KOT सुयुनारा कोट
5,45,357,21173,SYALI स्याली
5,45,357,21174,SYUNA स्यूना
5,45,357,21175,SYURA स्यूरा
5,45,357,21176,TALAR टलर
5,45,357,21177,TALAR BARI तलार बारी
5,45,357,21178,TATIK टाटिक
5,45,357,21179,THAPNIYA थपनिया
5,45,357,21180,TILOURA तिलौरा
5,45,357,21181,UDIYARI उडियारी
5,45,357,21182,USKUNA उसकुना
5,45,357,21183,VADYURA वद्युरा
5,45,357,21184,WALSA वाल्सा
5,45,358,21185,AARA KHET आरा खेत
5,45,358,21186,ANARIA KOT अनेरिया कोट
5,45,358,21187,ANULI अनुली
5,45,358,21188,BACH KANDE बाख कांडे
5,45,358,21189,BADIYAR RAIT बडियार रायत
5,45,358,21190,BADYURA बद्यौरा
5,45,358,21191,BAGANIYA बैगनिया
5,45,358,21192,BAJETHI बजेठी
5,45,358,21193,BALIA बलिया
5,45,358,21194,BALMA बलमा
5,45,358,21195,BARAKOT बाराकोट
5,45,358,21196,BAS GAON बासगांव
5,45,358,21197,BHABU भाबू
5,45,358,21198,BHAGA DEWLI भागा देवली
5,45,358,21199,BHAISORA भैसोरा
5,45,358,21200,BHAT KHOLA भट खोला
5,45,358,21201,BHATTKOT भट्टकोट
5,45,358,21202,BHATYURA TALLA भट्यूरा तल्ला
5,45,358,21203,MALLA BINOLA मल्ला बिनोला
5,45,358,21204,TALLA BINOLA तल्ला बिनोला
5,45,358,21205,BISAUDKOT बिसौदकोट
5,45,358,21206,KWETA क्वेटा
5,45,358,21207,BUGHAN बुघान
5,45,358,21208,CHAUKANA चौकाना
5,45,358,21209,CHAUMU चौमू
5,45,358,21210,CHHANA KHARKOTA छाना खरकोटा
5,45,358,21211,CHIRATINMINA चिरातिनमिना
5,45,358,21212,CHUPRA चौपरा
5,45,358,21213,DAMAR दमर
5,45,358,21214,DARIMI दारिमी
5,45,358,21215,DHALI ढली
5,45,358,21216,DHAURA धौरा
5,45,358,21217,DHAYOLI DHAUNI धयोली धौणी
5,45,358,21218,DHAYOLI RAUTELA धयोली रौतेला
5,45,358,21219,DHURA SANGRAULI धूरा संगरौली
5,45,358,21220,DO GHORIYA घोरिया करो
5,45,358,21221,DOL Mksy
5,45,358,21222,DOTHA दोथा
5,45,358,21223,FATWAL DUNGRA फतवाल डुंगरा
5,45,358,21224,FOOTA फ़ुटा
5,45,358,21225,GANAU गनौ
5,45,358,21226,GAUNA गौना
5,45,358,21227,GUTHOLI गुठौली
5,45,358,21228,JHAL DUNGRA झाल डूंगरा
5,45,358,21229,JOSHI DHURA जोशी धुरा
5,45,358,21230,KALA DUGARA काला दुगारा
5,45,358,21231,KALSEEMA कालसीमा
5,45,358,21232,KALTANI कलतानी
5,45,358,21233,KANDEY कांडेय
5,45,358,21234,KANRA कनरा
5,45,358,21235,KHANKER खांकेर
5,45,358,21236,KHERDA खेरदा
5,45,358,21237,KOKILA GAON कोकिला गाँव
5,45,358,21238,KUMALSO कुमालसो
5,45,358,21239,KUNJ कुंज
5,45,358,21240,KURI कुरी
5,45,358,21241,KUTOLI कुटौली
5,45,358,21242,LAMKOT MALLA लामकोट मल्ला
